local authority code,local authority name,LSOA code,All usual residents aged 16+ in work,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
E09000026,Redbridge,E01033591,1268,338,180,161,147,3,9,278,33,12,88,19
E09000026,Redbridge,E01033592,902,270,88,84,54,5,6,309,24,7,46,9
E09000026,Redbridge,E01034480,525,152,76,50,40,3,2,140,13,4,34,11
E09000026,Redbridge,E01034481,591,154,59,51,55,1,1,190,16,12,45,7
E09000026,Redbridge,E01034482,560,308,81,67,39,0,3,39,1,8,13,1
E09000026,Redbridge,E01034483,577,236,81,58,69,2,3,87,4,4,30,3
E09000026,Redbridge,E01034484,692,165,99,78,101,1,2,170,9,8,49,10
E09000027,Richmond upon Thames,E01003797,585,409,26,14,3,5,5,63,5,27,25,3
E09000027,Richmond upon Thames,E01003798,623,408,25,32,13,1,4,64,2,31,36,7
E09000027,Richmond upon Thames,E01003799,813,533,39,47,25,2,9,71,4,41,38,4
E09000027,Richmond upon Thames,E01003800,686,402,35,25,29,3,5,109,9,34,30,5
E09000027,Richmond upon Thames,E01003801,678,486,21,23,14,0,2,56,3,32,35,6
E09000027,Richmond upon Thames,E01003802,639,431,36,14,16,5,6,78,6,24,17,6
E09000027,Richmond upon Thames,E01003803,690,311,28,33,74,2,2,153,7,30,41,9
E09000027,Richmond upon Thames,E01003804,945,589,23,34,36,4,8,133,3,43,64,8
E09000027,Richmond upon Thames,E01003805,745,535,18,29,5,4,3,83,2,34,26,6
E09000027,Richmond upon Thames,E01003806,662,454,17,20,19,1,7,60,6,37,36,5
E09000027,Richmond upon Thames,E01003807,1062,598,38,70,50,5,12,113,6,59,103,8
E09000027,Richmond upon Thames,E01003808,1002,660,28,45,23,1,4,114,3,53,61,10
E09000027,Richmond upon Thames,E01003809,793,526,24,24,29,1,6,84,4,37,51,7
E09000027,Richmond upon Thames,E01003810,845,513,10,26,38,1,7,150,11,44,38,7
E09000027,Richmond upon Thames,E01003811,983,598,16,37,29,6,6,188,6,38,52,7
E09000027,Richmond upon Thames,E01003812,991,554,20,38,49,2,8,188,9,45,71,7
E09000027,Richmond upon Thames,E01003813,732,433,6,17,20,2,5,173,7,31,31,7
E09000027,Richmond upon Thames,E01003814,971,539,10,38,57,5,3,192,5,40,74,8
E09000027,Richmond upon Thames,E01003815,1046,543,18,40,78,3,9,237,10,45,55,8
E09000027,Richmond upon Thames,E01003816,763,498,13,16,27,4,3,117,17,27,38,3
E09000027,Richmond upon Thames,E01003817,882,462,29,20,47,2,23,171,18,44,52,14
E09000027,Richmond upon Thames,E01003818,770,431,20,22,22,3,6,175,8,46,33,4
E09000027,Richmond upon Thames,E01003819,774,324,17,22,77,5,17,178,12,57,55,10
E09000027,Richmond upon Thames,E01003820,895,413,29,20,61,2,9,216,13,61,61,10
E09000027,Richmond upon Thames,E01003821,891,620,36,38,24,11,3,100,1,17,32,9
E09000027,Richmond upon Thames,E01003822,668,408,8,24,10,1,3,161,8,18,23,4
E09000027,Richmond upon Thames,E01003823,855,514,16,33,23,2,4,174,6,32,45,6
E09000027,Richmond upon Thames,E01003824,789,490,9,39,21,0,1,158,10,22,32,7
E09000027,Richmond upon Thames,E01003825,871,493,12,38,28,0,2,217,11,24,39,7
E09000027,Richmond upon Thames,E01003826,802,361,8,44,49,2,4,221,11,42,44,16
E09000027,Richmond upon Thames,E01003827,1047,521,12,42,65,6,4,266,4,55,67,5
E09000027,Richmond upon Thames,E01003828,657,368,11,22,29,0,1,171,3,20,24,8
E09000027,Richmond upon Thames,E01003829,741,265,7,16,65,4,10,279,20,26,43,6
E09000027,Richmond upon Thames,E01003830,916,474,14,31,43,0,5,257,18,20,49,5
E09000027,Richmond upon Thames,E01003831,829,379,16,14,52,5,10,263,10,43,28,9
E09000027,Richmond upon Thames,E01003832,633,225,15,28,50,4,12,217,9,31,35,7
E09000027,Richmond upon Thames,E01003833,691,261,8,19,68,4,9,239,11,29,33,10
E09000027,Richmond upon Thames,E01003834,877,497,9,65,51,0,2,142,5,36,65,5
E09000027,Richmond upon Thames,E01003835,798,564,10,37,21,2,5,99,5,22,29,4
E09000027,Richmond upon Thames,E01003836,593,317,12,29,37,2,1,101,6,27,55,6
E09000027,Richmond upon Thames,E01003837,959,612,12,45,30,1,10,146,9,44,45,5
E09000027,Richmond upon Thames,E01003838,942,590,14,36,41,1,4,140,7,41,62,6
E09000027,Richmond upon Thames,E01003839,1169,653,15,69,50,7,6,192,15,62,89,11
E09000027,Richmond upon Thames,E01003840,899,330,35,31,67,4,5,314,36,23,35,19
E09000027,Richmond upon Thames,E01003841,952,242,33,33,133,2,12,380,22,30,53,12
E09000027,Richmond upon Thames,E01003842,762,334,8,23,38,2,4,248,19,28,51,7
E09000027,Richmond upon Thames,E01003843,978,294,24,37,80,4,9,412,24,31,44,19
E09000027,Richmond upon Thames,E01003844,655,319,12,36,29,1,3,175,8,25,39,8
E09000027,Richmond upon Thames,E01003845,808,367,15,33,24,0,1,287,17,24,35,5
E09000027,Richmond upon Thames,E01003846,832,597,52,12,5,2,4,90,3,28,33,6
E09000027,Richmond upon Thames,E01003847,956,589,81,24,20,1,5,127,8,25,68,8
E09000027,Richmond upon Thames,E01003848,1069,666,67,48,37,4,7,145,6,31,54,4
E09000027,Richmond upon Thames,E01003849,763,540,46,9,12,4,6,73,5,27,34,7
E09000027,Richmond upon Thames,E01003851,767,554,37,11,13,1,6,85,2,17,39,2
E09000027,Richmond upon Thames,E01003852,740,417,36,58,33,1,14,82,3,41,45,10
E09000027,Richmond upon Thames,E01003853,643,408,23,34,20,2,4,69,2,38,43,0
E09000027,Richmond upon Thames,E01003854,715,480,12,38,18,5,7,73,4,28,46,4
E09000027,Richmond upon Thames,E01003855,980,526,50,62,43,2,11,139,12,39,86,10
E09000027,Richmond upon Thames,E01003856,967,618,31,48,31,3,10,100,5,53,64,4
E09000027,Richmond upon Thames,E01003857,1044,710,33,52,28,5,7,86,6,51,57,9
E09000027,Richmond upon Thames,E01003858,893,636,30,39,16,4,2,74,3,44,43,2
E09000027,Richmond upon Thames,E01003859,774,519,10,23,26,4,5,99,6,35,40,7
E09000027,Richmond upon Thames,E01003860,1004,686,64,36,18,3,8,104,5,20,50,10
E09000027,Richmond upon Thames,E01003861,1186,795,73,53,38,2,4,118,10,32,52,9
E09000027,Richmond upon Thames,E01003862,923,501,39,52,52,1,6,148,8,38,64,14
E09000027,Richmond upon Thames,E01003863,642,408,20,28,23,2,3,71,2,23,55,7
E09000027,Richmond upon Thames,E01003864,716,462,33,31,29,4,2,90,4,22,34,5
E09000027,Richmond upon Thames,E01003865,731,411,21,34,36,6,6,130,14,35,33,5
E09000027,Richmond upon Thames,E01003866,901,667,23,40,10,0,2,90,4,25,36,4
E09000027,Richmond upon Thames,E01003867,801,403,21,54,49,2,3,159,14,34,58,4
E09000027,Richmond upon Thames,E01003868,901,628,21,49,17,2,4,91,4,36,42,7
E09000027,Richmond upon Thames,E01003869,916,578,25,48,22,2,10,133,7,46,38,7
E09000027,Richmond upon Thames,E01003870,1174,766,36,81,25,2,2,162,3,42,49,6
E09000027,Richmond upon Thames,E01003871,890,555,32,45,25,2,2,142,5,33,45,4
E09000027,Richmond upon Thames,E01003872,891,589,28,45,28,5,3,120,8,29,31,5
E09000027,Richmond upon Thames,E01003873,906,623,47,38,22,2,1,100,2,24,41,6
E09000027,Richmond upon Thames,E01003874,939,667,50,43,26,2,2,78,2,25,35,9
E09000027,Richmond upon Thames,E01003875,743,505,29,32,22,7,6,72,6,30,31,3
E09000027,Richmond upon Thames,E01003876,1071,698,75,58,36,1,3,87,5,32,62,14
E09000027,Richmond upon Thames,E01003877,761,548,39,29,17,1,3,65,6,23,28,2
E09000027,Richmond upon Thames,E01003878,618,340,29,23,30,5,4,115,5,19,42,6
E09000027,Richmond upon Thames,E01003879,710,508,43,26,11,1,2,69,5,14,30,1
E09000027,Richmond upon Thames,E01003880,765,522,13,28,12,1,3,119,5,32,20,10
E09000027,Richmond upon Thames,E01003881,641,349,9,39,28,1,5,115,9,25,51,10
E09000027,Richmond upon Thames,E01003882,1074,687,20,46,31,4,7,159,8,45,62,5
E09000027,Richmond upon Thames,E01003883,1120,719,24,49,30,1,9,173,6,37,58,14
E09000027,Richmond upon Thames,E01003884,822,490,16,54,34,0,4,130,8,31,53,2
E09000027,Richmond upon Thames,E01003885,812,463,13,43,39,3,6,126,7,34,67,11
E09000027,Richmond upon Thames,E01003886,840,516,13,59,24,0,2,115,5,43,55,8
E09000027,Richmond upon Thames,E01003887,984,591,31,63,32,0,2,150,3,36,71,5
E09000027,Richmond upon Thames,E01003888,972,493,14,52,78,0,8,186,7,36,87,11
E09000027,Richmond upon Thames,E01003889,838,552,9,35,16,1,13,131,7,28,36,10
E09000027,Richmond upon Thames,E01003890,850,537,13,32,30,2,3,131,6,33,54,9
E09000027,Richmond upon Thames,E01003891,840,528,14,30,25,4,7,141,12,32,46,1
E09000027,Richmond upon Thames,E01003892,977,703,40,46,15,1,6,92,2,30,34,8
E09000027,Richmond upon Thames,E01003893,885,577,30,37,24,1,4,101,12,32,59,8
E09000027,Richmond upon Thames,E01003894,937,647,33,38,23,1,2,100,6,34,46,7
E09000027,Richmond upon Thames,E01003895,896,577,17,41,22,3,5,133,9,39,45,5
E09000027,Richmond upon Thames,E01003896,1082,646,43,62,46,6,5,139,5,51,65,14
E09000027,Richmond upon Thames,E01003897,1098,660,43,84,48,0,10,128,4,38,75,8
E09000027,Richmond upon Thames,E01003898,921,542,24,48,31,4,6,165,8,30,57,6
E09000027,Richmond upon Thames,E01003899,777,437,21,43,35,2,8,132,7,43,47,2
E09000027,Richmond upon Thames,E01003900,787,356,17,37,66,0,2,193,14,36,57,9
E09000027,Richmond upon Thames,E01003901,914,475,13,44,15,2,6,237,16,40,50,16
E09000027,Richmond upon Thames,E01003902,692,350,15,38,36,1,6,157,7,30,40,12
E09000027,Richmond upon Thames,E01003903,768,339,11,19,59,2,8,239,19,29,36,7
E09000027,Richmond upon Thames,E01003904,813,490,19,35,26,2,3,136,3,33,58,8
E09000027,Richmond upon Thames,E01003905,683,333,9,35,45,3,5,170,8,26,41,8
E09000027,Richmond upon Thames,E01003906,872,410,35,55,44,1,9,209,12,31,57,9
E09000027,Richmond upon Thames,E01003907,752,313,9,44,60,1,8,236,10,28,29,14
E09000027,Richmond upon Thames,E01003908,905,409,17,57,35,2,9,273,22,39,40,2
E09000027,Richmond upon Thames,E01003909,771,361,22,54,37,0,7,199,8,25,52,6
E09000027,Richmond upon Thames,E01003910,815,418,12,38,24,1,6,220,9,36,43,8
E09000027,Richmond upon Thames,E01033570,1006,669,61,26,22,3,4,147,10,16,42,6
E09000027,Richmond upon Thames,E01033571,696,413,44,20,26,1,5,109,6,34,37,1
E09000028,Southwark,E01003911,1029,338,58,39,280,0,6,106,14,63,104,21
E09000028,Southwark,E01003912,697,138,59,35,237,1,5,98,8,44,66,6
E09000028,Southwark,E01003913,1233,632,55,42,164,18,9,60,1,92,144,16
E09000028,Southwark,E01003914,1120,648,56,43,101,6,6,78,7,96,73,6
E09000028,Southwark,E01003915,1080,435,93,54,186,4,15,125,5,71,80,12
E09000028,Southwark,E01003916,1363,560,91,41,288,4,9,116,12,129,102,11
E09000028,Southwark,E01003917,1055,508,40,31,191,4,9,90,1,83,95,3
E09000028,Southwark,E01003918,744,302,84,39,147,3,4,50,5,48,56,6
E09000028,Southwark,E01003919,889,469,61,27,134,3,2,62,2,55,70,4
E09000028,Southwark,E01003920,1065,349,82,39,308,5,5,95,3,59,109,11
E09000028,Southwark,E01003921,1189,554,63,28,274,5,10,76,0,79,88,12
E09000028,Southwark,E01003922,1170,425,75,61,273,9,8,91,10,61,144,13
E09000028,Southwark,E01003923,944,429,65,35,185,0,6,78,7,65,68,6
E09000028,Southwark,E01003924,976,225,85,35,346,7,16,122,4,63,58,15
E09000028,Southwark,E01003925,1081,446,61,39,262,3,11,90,7,70,78,14
E09000028,Southwark,E01003926,683,252,66,23,181,3,8,64,3,38,44,1
E09000028,Southwark,E01003929,1268,819,106,32,61,6,2,45,3,47,141,6
E09000028,Southwark,E01003930,897,514,67,24,74,8,3,59,8,36,93,11
E09000028,Southwark,E01003932,786,354,85,29,115,4,6,55,3,49,78,8
E09000028,Southwark,E01003933,1314,804,108,33,96,13,3,64,11,60,115,7
E09000028,Southwark,E01003934,1158,777,65,29,39,5,1,46,3,39,144,10
E09000028,Southwark,E01003935,497,241,43,25,26,2,7,41,1,31,69,11
E09000028,Southwark,E01003936,942,659,54,15,41,4,0,23,7,39,91,9
E09000028,Southwark,E01003937,984,546,104,28,104,2,6,44,1,46,95,8
E09000028,Southwark,E01003938,888,370,111,36,96,5,3,82,7,37,131,10
E09000028,Southwark,E01003939,1129,628,106,37,70,15,7,51,3,45,158,9
E09000028,Southwark,E01003940,773,258,105,38,130,6,7,84,4,36,96,9
E09000028,Southwark,E01003941,1286,773,83,21,129,5,4,58,4,60,132,17
E09000028,Southwark,E01003942,750,296,56,33,125,4,2,72,6,42,109,5
E09000028,Southwark,E01003943,772,269,66,55,180,5,7,53,3,35,88,11
E09000028,Southwark,E01003945,929,537,50,46,81,0,5,131,6,37,29,7
E09000028,Southwark,E01003946,907,457,27,103,83,18,4,136,5,25,41,8
E09000028,Southwark,E01003947,634,187,31,91,98,4,9,137,8,21,40,8
E09000028,Southwark,E01003948,1004,590,57,67,67,3,9,105,7,48,40,11
E09000028,Southwark,E01003949,1066,596,44,36,142,4,15,114,1,57,40,17
E09000028,Southwark,E01003950,955,364,74,48,192,3,9,142,4,51,55,13
E09000028,Southwark,E01003951,655,385,48,45,17,0,7,72,4,30,40,7
E09000028,Southwark,E01003952,999,625,44,45,59,2,6,83,7,52,65,11
E09000028,Southwark,E01003953,1314,822,41,60,118,6,5,91,6,87,73,5
E09000028,Southwark,E01003954,933,605,39,40,56,1,1,69,4,63,50,5
E09000028,Southwark,E01003955,1077,661,44,47,85,1,8,82,4,77,54,14
E09000028,Southwark,E01003956,1068,656,33,52,79,2,2,106,6,69,57,6
E09000028,Southwark,E01003957,1047,654,34,35,73,5,9,99,5,54,66,13
E09000028,Southwark,E01003958,1011,581,41,36,117,2,5,107,7,54,54,7
E09000028,Southwark,E01003960,1025,516,92,24,152,3,6,49,5,58,111,9
E09000028,Southwark,E01003961,900,235,87,45,270,6,11,80,10,57,92,7
E09000028,Southwark,E01003963,790,205,99,34,214,4,8,62,5,58,93,8
E09000028,Southwark,E01003966,1097,297,89,41,372,6,5,104,3,66,100,14
E09000028,Southwark,E01003969,1499,662,114,23,345,5,24,101,6,99,97,23
E09000028,Southwark,E01003971,584,208,33,42,152,4,3,70,2,22,42,6
E09000028,Southwark,E01003972,763,296,66,18,156,0,8,77,2,56,75,9
E09000028,Southwark,E01003973,901,313,76,30,240,2,11,73,5,42,94,15
E09000028,Southwark,E01003975,883,362,120,37,99,4,7,95,8,31,114,6
E09000028,Southwark,E01003976,1413,801,106,50,110,7,8,78,5,80,150,18
E09000028,Southwark,E01003977,961,409,130,27,108,2,6,109,6,67,87,10
E09000028,Southwark,E01003979,1081,576,95,21,140,2,8,68,4,64,96,7
E09000028,Southwark,E01003980,975,354,76,35,234,5,11,86,6,55,102,11
E09000028,Southwark,E01003981,737,379,77,19,51,1,0,46,2,38,114,10
E09000028,Southwark,E01003983,786,180,34,39,274,0,21,107,10,34,69,18
E09000028,Southwark,E01003984,1308,576,97,81,230,3,8,142,8,86,66,11
E09000028,Southwark,E01003986,706,245,117,44,105,4,6,76,9,41,43,16
E09000028,Southwark,E01003987,869,301,79,49,127,6,3,136,10,72,62,24
E09000028,Southwark,E01003988,943,251,69,52,310,5,11,112,11,57,54,11
E09000028,Southwark,E01003989,1164,385,80,58,336,2,7,129,2,79,69,17
E09000028,Southwark,E01003990,1108,295,88,37,314,8,6,197,15,67,69,12
E09000028,Southwark,E01003991,552,186,69,25,127,3,3,50,3,38,42,6
E09000028,Southwark,E01003992,680,231,96,30,147,6,7,65,2,30,61,5
E09000028,Southwark,E01003993,957,260,127,38,276,2,9,113,3,51,62,16
E09000028,Southwark,E01003994,1074,535,96,32,161,5,4,66,5,59,98,13
E09000028,Southwark,E01003995,681,293,68,27,98,5,7,69,4,43,56,11
E09000028,Southwark,E01003997,681,340,68,19,79,3,5,52,5,46,55,9
E09000028,Southwark,E01003998,817,454,111,18,62,3,5,49,2,45,58,10
E09000028,Southwark,E01003999,775,330,102,15,142,3,6,52,3,41,73,8
E09000028,Southwark,E01004000,1051,517,63,85,152,6,4,88,6,67,52,11
E09000028,Southwark,E01004001,739,309,27,61,114,4,7,119,8,36,51,3
E09000028,Southwark,E01004002,912,536,42,57,55,6,2,97,9,78,28,2
E09000028,Southwark,E01004003,897,286,66,65,208,7,7,119,9,56,65,9
E09000028,Southwark,E01004004,1460,708,79,108,193,5,5,159,13,86,92,12
E09000028,Southwark,E01004005,1169,517,80,85,206,11,5,119,3,64,71,8
E09000028,Southwark,E01004006,993,508,54,67,101,6,2,99,6,76,67,7
E09000028,Southwark,E01004007,672,180,39,28,192,8,7,116,3,36,57,6
E09000028,Southwark,E01004008,1012,309,61,77,282,5,10,125,7,58,65,13
E09000028,Southwark,E01004010,805,282,67,35,207,5,5,88,2,55,48,11
E09000028,Southwark,E01004011,1022,304,63,48,282,5,1,154,8,48,85,24
E09000028,Southwark,E01004012,1233,446,99,41,264,6,16,139,9,101,103,9
E09000028,Southwark,E01004013,901,322,71,33,205,5,4,118,5,46,71,21
E09000028,Southwark,E01004014,955,227,68,46,302,2,7,147,1,62,75,18
E09000028,Southwark,E01004015,911,539,45,36,74,4,3,64,1,61,77,7
E09000028,Southwark,E01004016,1427,827,62,51,95,9,14,172,12,115,62,8
E09000028,Southwark,E01004017,926,529,40,35,59,4,10,123,9,57,49,11
E09000028,Southwark,E01004018,1135,706,42,38,82,3,6,111,9,69,60,9
E09000028,Southwark,E01004019,1158,587,29,62,150,8,5,165,5,73,64,10
E09000028,Southwark,E01004020,860,335,38,59,167,5,11,124,3,63,45,10
E09000028,Southwark,E01004021,1411,913,48,49,98,7,11,114,5,85,70,11
E09000028,Southwark,E01004023,902,373,165,28,93,9,6,79,5,38,101,5
E09000028,Southwark,E01004024,948,342,166,46,140,6,11,102,9,46,74,6
E09000028,Southwark,E01004028,1346,642,176,54,129,3,6,96,10,73,140,17
E09000028,Southwark,E01004029,1355,812,258,44,37,7,3,72,2,56,53,11
E09000028,Southwark,E01004030,880,411,129,38,57,3,10,91,4,56,68,13
E09000028,Southwark,E01004031,1612,934,284,52,84,14,14,84,7,49,77,13
E09000028,Southwark,E01004032,1050,657,172,27,33,12,4,58,2,39,40,6
E09000028,Southwark,E01004033,1362,734,219,54,104,8,12,92,5,47,72,15
E09000028,Southwark,E01004034,810,308,146,38,92,6,11,87,6,46,62,8
E09000028,Southwark,E01004035,687,232,125,35,89,1,9,67,2,53,61,13
E09000028,Southwark,E01004036,1013,355,218,75,135,4,13,94,5,43,57,14
E09000028,Southwark,E01004037,1076,404,148,59,157,4,20,120,7,56,88,13
E09000028,Southwark,E01004038,1322,553,135,44,202,6,22,130,14,93,108,15
E09000028,Southwark,E01004039,857,349,69,25,178,3,10,81,5,73,58,6
E09000028,Southwark,E01004040,757,210,63,32,247,2,3,90,1,39,62,8
E09000028,Southwark,E01004041,800,227,73,22,234,3,13,83,3,51,80,11
E09000028,Southwark,E01004042,932,330,144,41,117,5,9,99,3,44,127,13
E09000028,Southwark,E01004043,723,370,55,17,64,6,6,79,9,39,71,7
E09000028,Southwark,E01004044,666,203,56,23,154,0,7,89,8,51,67,8
E09000028,Southwark,E01004045,719,227,45,51,154,3,2,117,4,33,73,10
E09000028,Southwark,E01004046,889,550,28,53,47,4,1,82,4,59,52,9
E09000028,Southwark,E01004047,891,251,79,78,216,1,8,83,5,53,107,10
E09000028,Southwark,E01004048,904,409,34,54,127,1,4,91,5,50,125,4
E09000028,Southwark,E01004049,673,240,27,75,120,1,7,74,3,37,82,7
E09000028,Southwark,E01004050,901,580,52,42,45,2,7,48,2,58,57,8
E09000028,Southwark,E01004051,792,453,36,43,52,3,4,52,1,55,87,6
E09000028,Southwark,E01004052,1115,673,39,63,79,1,10,96,5,73,68,8
E09000028,Southwark,E01004053,1299,842,172,19,42,8,3,93,7,63,40,10
E09000028,Southwark,E01004054,1072,608,175,25,76,3,4,72,4,56,41,8
E09000028,Southwark,E01004055,607,218,85,22,76,2,4,106,8,27,51,8
E09000028,Southwark,E01004056,1410,766,204,31,100,9,9,163,10,66,35,17
E09000028,Southwark,E01004057,1297,737,180,31,80,9,5,136,9,40,53,17
E09000028,Southwark,E01004058,1293,821,169,21,50,0,7,60,5,92,48,20
E09000028,Southwark,E01004059,1451,930,214,35,53,5,7,79,1,67,51,9
E09000028,Southwark,E01004060,1103,510,190,77,74,4,13,96,5,58,65,11
E09000028,Southwark,E01004061,1055,626,48,66,63,5,6,86,8,74,63,10
E09000028,Southwark,E01004062,1301,660,86,79,156,7,9,92,7,91,98,16
E09000028,Southwark,E01004063,1164,701,48,67,82,0,2,76,6,101,74,7
E09000028,Southwark,E01004064,1079,500,63,67,171,6,6,108,9,71,72,6
E09000028,Southwark,E01004065,943,581,34,51,61,3,3,68,6,67,65,4
E09000028,Southwark,E01004066,1085,515,55,45,190,2,3,111,4,73,72,15
E09000028,Southwark,E01004067,1173,350,83,75,316,6,12,127,7,70,114,13
E09000028,Southwark,E01004068,937,414,46,72,137,3,5,112,11,54,70,13
E09000028,Southwark,E01004069,608,401,18,31,10,0,5,62,4,30,39,8
E09000028,Southwark,E01004070,980,637,39,54,46,2,4,89,3,59,43,4
E09000028,Southwark,E01004071,851,467,37,39,83,4,6,88,3,58,57,9
E09000028,Southwark,E01004072,920,591,26,31,56,5,4,74,6,59,60,8
E09000028,Southwark,E01004073,1017,665,38,63,44,2,3,72,5,60,60,5
E09000028,Southwark,E01004074,840,559,26,60,23,2,0,51,2,69,43,5
E09000028,Southwark,E01004075,845,591,28,39,24,3,5,50,1,57,43,4
E09000028,Southwark,E01032583,1110,556,99,50,95,5,3,64,6,71,153,8
E09000028,Southwark,E01032584,681,326,53,28,95,2,2,39,3,31,94,8
E09000028,Southwark,E01032637,778,577,44,7,22,3,3,21,1,26,74,0
E09000028,Southwark,E01032638,854,645,66,10,21,2,3,15,0,33,53,6
E09000028,Southwark,E01032639,1115,615,100,33,118,8,5,48,2,89,86,11
E09000028,Southwark,E01032640,827,605,52,19,14,4,3,20,0,40,66,4
E09000028,Southwark,E01032646,1052,672,92,40,48,5,3,29,5,51,104,3
E09000028,Southwark,E01032719,810,398,101,21,131,0,4,48,4,41,53,9
E09000028,Southwark,E01032803,1083,716,76,32,50,5,6,30,2,41,115,10
E09000028,Southwark,E01032834,799,584,43,17,17,3,3,28,0,29,72,3
E09000028,Southwark,E01033867,762,422,71,27,58,2,3,40,5,26,99,9
E09000028,Southwark,E01033868,741,504,59,14,29,3,3,21,1,29,69,9
E09000028,Southwark,E01033869,742,319,110,26,60,5,11,78,3,46,74,10
E09000028,Southwark,E01033870,1237,767,132,20,94,6,2,55,3,49,103,6
E09000028,Southwark,E01033871,807,403,139,22,54,5,6,64,3,43,59,9
E09000028,Southwark,E01033872,790,418,72,19,82,1,8,87,1,30,63,9
E09000028,Southwark,E01033873,835,301,88,51,174,4,4,69,4,50,82,8
E09000028,Southwark,E01033874,686,484,62,8,38,3,0,16,0,24,51,0
E09000028,Southwark,E01033875,726,408,55,23,90,1,1,35,6,37,69,1
E09000028,Southwark,E01033876,859,534,70,17,65,3,2,37,1,50,72,8
E09000028,Southwark,E01033877,889,440,58,20,142,5,1,75,5,57,81,5
E09000028,Southwark,E01033878,516,177,33,23,143,3,6,50,0,34,44,3
E09000028,Southwark,E01033879,989,257,101,40,303,10,12,134,14,37,70,11
E09000028,Southwark,E01033880,1285,355,104,54,431,14,18,102,11,72,93,31
E09000028,Southwark,E01033881,825,250,62,29,236,3,5,98,6,44,75,17
E09000028,Southwark,E01033882,748,311,43,29,143,6,5,72,6,57,68,8
E09000028,Southwark,E01033883,851,351,57,53,158,2,5,93,5,53,58,16
E09000028,Southwark,E01033884,719,456,65,19,41,5,0,30,2,24,68,9
E09000028,Southwark,E01033885,739,374,69,18,89,4,5,47,4,39,82,8
E09000029,Sutton,E01004076,794,244,35,48,66,3,11,301,18,18,46,4
E09000029,Sutton,E01004077,795,255,20,42,56,2,5,334,22,12,32,15
E09000029,Sutton,E01004078,894,256,30,39,56,2,9,400,23,14,59,6
E09000029,Sutton,E01004079,746,312,18,46,22,0,11,271,12,7,39,8
E09000029,Sutton,E01004080,687,251,15,37,43,5,6,262,21,8,36,3
E09000029,Sutton,E01004081,847,324,16,58,48,6,4,311,21,10,43,6
E09000029,Sutton,E01004082,714,266,16,42,42,3,2,266,12,11,38,16
E09000029,Sutton,E01004083,617,132,16,39,68,6,7,275,20,11,34,9
E09000029,Sutton,E01004084,669,308,16,38,13,2,2,248,23,1,14,4
E09000029,Sutton,E01004085,784,349,21,45,24,5,6,297,11,4,16,6
E09000029,Sutton,E01004086,977,330,30,49,64,3,11,374,17,10,74,15
E09000029,Sutton,E01004087,736,317,11,47,22,3,3,286,10,8,16,13
E09000029,Sutton,E01004088,768,134,8,52,149,4,10,325,21,8,54,3
E09000029,Sutton,E01004089,546,118,15,25,71,3,7,248,15,4,34,6
E09000029,Sutton,E01004090,558,97,17,49,86,3,6,216,14,13,50,7
E09000029,Sutton,E01004091,593,309,6,33,11,1,1,185,14,4,24,5
E09000029,Sutton,E01004092,710,344,14,42,22,2,2,212,13,7,39,13
E09000029,Sutton,E01004093,765,387,13,50,25,7,3,230,9,7,28,6
E09000029,Sutton,E01004094,965,412,22,61,43,3,3,309,15,16,74,7
E09000029,Sutton,E01004095,765,404,9,49,21,2,7,211,20,7,26,9
E09000029,Sutton,E01004096,873,309,27,91,74,6,7,249,15,9,77,9
E09000029,Sutton,E01004097,863,380,18,50,32,3,7,286,19,13,47,8
E09000029,Sutton,E01004098,673,319,10,52,19,4,1,205,9,11,38,5
E09000029,Sutton,E01004099,859,369,17,82,48,4,10,239,14,16,56,4
E09000029,Sutton,E01004100,753,326,20,53,40,5,5,223,13,15,51,2
E09000029,Sutton,E01004101,700,293,11,29,35,3,5,256,15,10,38,5
E09000029,Sutton,E01004102,785,377,18,57,29,0,6,222,14,9,49,4
E09000029,Sutton,E01004103,980,397,30,66,72,1,9,299,23,13,67,3
E09000029,Sutton,E01004104,724,348,8,43,17,2,5,215,15,11,53,7
E09000029,Sutton,E01004105,907,438,8,61,22,1,4,289,22,9,47,6
E09000029,Sutton,E01004106,758,407,8,43,8,2,7,222,15,12,30,4
E09000029,Sutton,E01004107,788,283,18,46,50,2,9,297,18,12,45,8
E09000029,Sutton,E01004108,1010,456,15,51,15,2,5,379,26,9,35,17
E09000029,Sutton,E01004109,820,294,8,54,50,4,10,338,25,4,22,11
E09000029,Sutton,E01004110,1008,400,26,78,67,8,5,318,18,11,65,12
E09000029,Sutton,E01004111,826,320,19,46,36,3,8,301,20,11,52,10
E09000029,Sutton,E01004112,775,391,11,71,16,0,3,211,9,12,43,8
E09000029,Sutton,E01004114,777,382,14,41,10,2,2,287,14,7,14,4
E09000029,Sutton,E01004115,940,306,35,52,36,5,10,378,30,17,61,10
E09000029,Sutton,E01004116,726,315,28,25,24,2,3,276,12,8,21,12
E09000029,Sutton,E01004117,793,333,15,53,29,2,10,286,16,9,39,1
E09000029,Sutton,E01004118,888,285,48,28,75,7,3,343,23,13,55,8
E09000029,Sutton,E01004119,746,245,35,11,46,7,13,302,20,15,45,7
